*N,acc_tree,groups
3,0.944444444444,Q14CN2_CLCA4,P05386_RPLP1,CON__P00761
3,0.944444444444,Q02413_DSG1,P05386_RPLP1,CON__P00761
3,0.944444444444,P15153_RAC2,Q99879_HIST1H2BM,CON__P00761
3,0.944444444444,P05164_3_MPO,Q99879_HIST1H2BM,CON__P00761
3,0.944444444444,P05164_3_MPO,P05386_RPLP1,CON__P00761
3,0.944444444444,Q99879_HIST1H2BM,P30740_SERPINB1,CON__P00761
3,0.944444444444,Q99879_HIST1H2BM,P05386_RPLP1,CON__P00761
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P09429_HMGB1
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P52907_CAPZA1
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P09211_GSTP1
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P09960_LTA4H
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P02760_AMBP
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P12273_PIP
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P0C0L5_C4B
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P11142_HSPA8
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P31025_LCN1
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,E7EQR4_EZR
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P01023_A2M
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,V9HW75_NUCB2
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P07339_CTSD
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,CON__P08779_KRT16
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,CON__P01966
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P14174_MIF
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,O75594_PGLYRP1
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P61158_ACTR3
3,0.944444444444,Q99879_HIST1H2BM,CON__P00761,P23280_CA6
3,0.944444444444,A0A087WZM2_RNASET2,CON__P00761,P22314_UBA1
3,0.944444444444,P04899_4_GNAI2,P05386_RPLP1,CON__P00761
3,0.944444444444,P30740_SERPINB1,CON__P00761,Q08188_TGM3
3,0.944444444444,P30740_SERPINB1,CON__P00761,P22314_UBA1
3,0.944444444444,P18669_PGAM1,P05386_RPLP1,CON__P00761
3,0.944444444444,P05386_RPLP1,CON__P00761,P09429_HMGB1
3,0.944444444444,P05386_RPLP1,CON__P00761,P52907_CAPZA1
3,0.944444444444,P05386_RPLP1,CON__P00761,CON__Q3MHH8
3,0.944444444444,P05386_RPLP1,CON__P00761,P13688_CEACAM1
3,0.944444444444,P05386_RPLP1,CON__P00761,P63261_ACTG1
3,0.944444444444,P05386_RPLP1,CON__P00761,P02760_AMBP
3,0.944444444444,P05386_RPLP1,CON__P00761,P19961_AMY2B
3,0.944444444444,P05386_RPLP1,CON__P00761,P11142_HSPA8
3,0.944444444444,P05386_RPLP1,CON__P00761,E7EQR4_EZR
3,0.944444444444,P05386_RPLP1,CON__P00761,P01023_A2M
3,0.944444444444,P05386_RPLP1,CON__P00761,A0A087WVW2_IGHG3
3,0.944444444444,P05386_RPLP1,CON__P00761,V9HW75_NUCB2
3,0.944444444444,P05386_RPLP1,CON__P00761,P00450_CP
3,0.944444444444,P05386_RPLP1,CON__P00761,P07900_2_HSP90AA1
3,0.944444444444,P05386_RPLP1,CON__P00761,B5MDF5_RAN
3,0.944444444444,P05386_RPLP1,CON__P00761,Q8N4F0_BPIFB2
3,0.944444444444,P05386_RPLP1,CON__P00761,P61158_ACTR3
3,0.944444444444,P05386_RPLP1,CON__P00761,P23280_CA6
3,0.944444444444,CON__P00761,P09211_GSTP1,P22314_UBA1
3,0.944444444444,CON__P00761,P68871_HBB,P22314_UBA1
3,0.944444444444,CON__P00761,Q08188_TGM3,P12273_PIP
3,0.944444444444,CON__P00761,Q08188_TGM3,Q08380_LGALS3BP
3,0.944444444444,CON__P00761,Q14974_KPNB1,P22314_UBA1
3,0.944444444444,CON__P00761,P22314_UBA1,O75594_PGLYRP1
3,0.944444444444,CON__P00761,P22314_UBA1,Q08380_LGALS3BP
3,0.944444444444,CON__P00761,P22314_UBA1,Q9NZL9_MAT2B
3,0.944444444444,CON__P00761,P22314_UBA1,P62937_PPIA
