N,acc_svm,acc_tree,acc_nsc,acc_naive_bayes,groups
3,0.78,0.746666666667,0.733333333333,0.9,A0A024R6X1_CES2,P00330_ADH1,P09228_CST2
3,0.4,0.4,0.933333333333,0.74,A0A075B6L0_IGLC3,P00330_ADH1,P12273_PIP
3,0.786666666667,0.846666666667,0.86,0.92,A0A087WVW2_IGHG3,A0A075B6P5,P00330_ADH1
3,0.2,0.713333333333,0.7,0.92,A0A087WVW2_IGHG3,P02769_BSA,P04280_PRB1
3,0.2,0.826666666667,0.773333333333,0.92,A0A087WVW2_IGHG3,P00330_ADH1,P04083_ANXA1
3,0.786666666667,0.9,0.78,0.74,P06331,Q06830_PRDX1,P00330_ADH1
3,0.926666666667,0.74,0.78,0.773333333333,A0A087WSX4,CON__P00761,P00330_ADH1
3,0.92,0.693333333333,0.886666666667,0.853333333333,A0A087WT59_TTR,CON__P00761,P00330_ADH1
3,0.766666666667,0.926666666667,0.74,0.713333333333,A0A087WT59_TTR,P02769_BSA,P01859_IGHG2
3,0.4,0.713333333333,0.713333333333,0.933333333333,A0A087WT59_TTR,P00330_ADH1,P01034_CST3
3,0.706666666667,0.813333333333,0.4,0.926666666667,A0A087WT59_TTR,P00330_ADH1,P01833_PIGR
3,0.813333333333,0.813333333333,0.333333333333,0.9,A0A087WT59_TTR,P00330_ADH1,P05164_3_MPO
3,0.933333333333,0.866666666667,0.853333333333,0.693333333333,A0A087WT59_TTR,P00330_ADH1,P11142_HSPA8
3,0.926666666667,0.753333333333,0.4,0.78,A0A087WT59_TTR,P00330_ADH1,H0YBX6_UBE2V2
3,0.9,0.4,0.4,0.786666666667,P19823_ITIH2,CON__P00761,P00330_ADH1
3,0.92,0.4,0.4,0.673333333333,A0A087WW89,P02769_BSA,P11142_HSPA8
3,0.666666666667,0.853333333333,0.926666666667,0.4,A0A087WW89,P00330_ADH1,P01024_C3
3,0.926666666667,0.853333333333,0.886666666667,0.4,A0A087WW89,P00330_ADH1,P11142_HSPA8
3,0.853333333333,0.926666666667,0.333333333333,0.746666666667,A0A087WW89,P00330_ADH1,Q9BRA2_TXNDC17
3,0.9,0.78,0.82,0.86,P06753_2_TPM3,P00330_ADH1,P04217_A1BG
